关于软件,#genre#
Astro Warna HD,mitv://ns2.hellotvvod.com:9906/ef882e08116f44cc994594603ea739dd
Astro Citra HD,mitv://ns2.hellotvvod.com:9906/87e9f43f5bcf4e05bac323682c23a10f
Astro Rania HD,mitv://ns2.hellotvvod.com:9906/7efc9dc2c16b482ca770243ae32f509c
Astro Aura HD,mitv://ns2.hellotvvod.com:9906/bb02f259cce24f0990022f7c08b6b108
Al-Hijrah,mitv://ns2.hellotvvod.com:9906/4b5fdef982554968bb7b9e046bc0e4d7
SUN TV,mitv://ns2.hellotvvod.com:9906/6d2ea09775674201881ad608f1ec54c7
Astro Cricket,mitv://ns2.hellotvvod.com:9906/55987bcac30147cb9c5675983faa5403
爱奇艺,mitv://ns2.hellotvvod.com:9906/25f24b7b5a354a638f342919a8b5266c
Astro小太阳,mitv://ns2.hellotvvod.com:9906/25e867c4bc474e4489152d651c9a90cc
Astro AEC(备),mitv://ns2.hellotvvod.com:9906/d956ceff1cac4275b9b2ae2d0fb87a02
Astro双星,mitv://ns2.hellotvvod.com:9906/8ee38bf9536b415086bb50a6c9cbf00a
Astro全佳,mitv://ns2.hellotvvod.com:9906/3a5934f1983746e3b34c2b0e24dfe8ca
天映频道,mitv://ns2.hellotvvod.com:9906/ad9114e184ff4a469895ff75c6c57cb9
翡翠台(华丽台),mitv://ns2.hellotvvod.com:9906/c7e2750231af4b4a8062e51e93fba43e
Astro AOD HD 311,mitv://ns2.hellotvvod.com:9906/0acbe82cb7d64c3889fba6035940a09d
中天亚洲台,mitv://ns2.hellotvvod.com:9906/81d676cca99b4b10b90c99828a8111ee
TVB星河(粤),mitv://ns2.hellotvvod.com:9906/9d44d9c4102c4f5bb1b6733718e5fe08
天映经典,mitv://ns2.hellotvvod.com:9906/c1a0c02038054f0ca278d14d348fbaaf
Astro欢喜台(备),mitv://ns2.hellotvvod.com:9906/9e1407f6658b4af0bd3ff0fb8e41b915
KBS World,mitv://ns2.hellotvvod.com:9906/0db8739a75634c4e826143e7bb9b7a7d
ONE,mitv://ns2.hellotvvod.com:9906/1aadb9f831f4475fa617466cfc65ffb3
Oh!K,mitv://ns2.hellotvvod.com:9906/7320d43f4b154e74a07c2e7af356c70f
Colors Hindi,mitv://ns2.hellotvvod.com:9906/442c2cac9d12433caec1895b3032be89
TVS,mitv://ns2.hellotvvod.com:9906/b9b66d297df44172abe2a49d494b7648
Astro Vaanavil,mitv://ns2.hellotvvod.com:9906/1b49dad9301b45edb922b5b14c5c27c7
tvN Movies HD,mitv://ns2.hellotvvod.com:9906/1c7ea21ac1b2413e9e1d5eaad3670f3f
Astro Awani,mitv://ns2.hellotvvod.com:9906/f1e49e7f13564a948ed6ba00f9b1ae86
BERNAMA,mitv://ns2.hellotvvod.com:9906/febda5fdda4047cdb596dbb7088b1355
CGTN,mitv://ns2.hellotvvod.com:9906/e8ed48a3d6784b3a877278b2e901f876
BBC World News,mitv://ns2.hellotvvod.com:9906/f15dda4822324bb4b9395840390e8e46
Al Jazeera English,mitv://ns2.hellotvvod.com:9906/b212e4c6f9e24b78be1a1a24df4eeae9
CNBC,mitv://ns2.hellotvvod.com:9906/82885eb8d6c4422dbcde6d916126b454
Bloomberg TV,mitv://ns2.hellotvvod.com:9906/7159f32158a948bd88826275eef9314b
Astro Ceria,mitv://ns2.hellotvvod.com:9906/d9b8a5f9f86547bd9cb81a913182bada
Cartoon Network,mitv://ns2.hellotvvod.com:9906/a2b31d20412f4277a9b84460545cdfe4
Nickelodeon,mitv://ns2.hellotvvod.com:9906/86279b335519488890d07cc41cf633ca
Nick Jr.,mitv://ns2.hellotvvod.com:9906/9da48f721119493b986714f05240a082
Boomerang,mitv://ns2.hellotvvod.com:9906/c5a10b118a004a11bb573081bdd9ccd0
AXN亚洲,mitv://ns2.hellotvvod.com:9906/cfe34e74f67844eb9f68f247cb43cd78
KIX,mitv://ns2.hellotvvod.com:9906/74388187f5704ec9b4cda1f2f7c52608
HITS,mitv://ns2.hellotvvod.com:9906/0872358ecd494c9387d6ac21297672f1
Astro Arena,mitv://ns2.hellotvvod.com:9906/914d4df4d36746f6b2e41a1e3ccc885f
Astro SuperSport,mitv://ns2.hellotvvod.com:9906/dd8ade86aa22468ab395d0962151a503
Astro SuperSport 2,mitv://ns2.hellotvvod.com:9906/4265620f6a204ef996f0101aef049ad8
Astro SuperSport 3,mitv://ns2.hellotvvod.com:9906/89ec59d1c7494b91859ae49088d0f94c
Astro SuperSport 4,mitv://ns2.hellotvvod.com:9906/7ffdcb1808ce47729119ed92e54db6a3
beIN Sports 3,mitv://ns2.hellotvvod.com:9906/a8c5a726618c4c93a6bc59cdd4f5d824
WWE,mitv://ns2.hellotvvod.com:9906/f0139b507ef649f69c71fb93d389f604
Sky News,mitv://ns2.hellotvvod.com:9906/fbd9fa4839564d239ab83d2b3ed9092c
八度空间(备),mitv://ns2.hellotvvod.com:9906/2b7b58d9c41847be90eab3fa5b2ff9eb
Nat Geo Wild,mitv://ns2.hellotvvod.com:9906/8dd3662a489a4a54924614e0df67cb8e
tvN,mitv://ns2.hellotvvod.com:9906/7c5f4e08f3e343f2ba0997d251c18f30
DW,mitv://ns2.hellotvvod.com:9906/18868a175de34d8fa525b81e87bdb849
France24,mitv://ns2.hellotvvod.com:9906/05a079cf58ae4885bb677ead92032505
SPOTV,mitv://ns2.hellotvvod.com:9906/9029f49196374af7b13a601a532e7495
beIN Sports,mitv://ns2.hellotvvod.com:9906/278dc4fa10394f8d94c90cf17358baaa

日本频道,#genre#
NHK-G综合,mitv://ns2.hellotvvod.com:9906/40beb4a927fe459fb24fc6785bf2d9f4
NHK-E教育,mitv://ns2.hellotvvod.com:9906/bad30165107c4bdda268b058e7a6d84f
日本テレビ,mitv://ns2.hellotvvod.com:9906/28f32f56bc294f71ab75920cf69cf0b9
TBSテレビ,mitv://ns2.hellotvvod.com:9906/d6e7ecf5afba425fa573d88b7f1ac86c
テレビ東京,mitv://ns2.hellotvvod.com:9906/53c3d73d22fc4754833271a682d5a0df
フジテレビ,mitv://ns2.hellotvvod.com:9906/2088a908868842148d719e83674894a0
読売テレビ,mitv://ns2.hellotvvod.com:9906/36f862ccbde849ffb69258d631340f99
関西テレビ,mitv://ns2.hellotvvod.com:9906/08fa06290f4348609f19abb6bdeaa86d
KBS京都,mitv://ns2.hellotvvod.com:9906/d206cfa104ca4e76b99bfe36e34037dc
毎日放送,mitv://ns2.hellotvvod.com:9906/8d1b3475bf334a759e4a3ed13e029389
朝日放送,mitv://ns2.hellotvvod.com:9906/3b2c5471719b400b8c6aadbe55cc1065
テレビ大阪,mitv://ns2.hellotvvod.com:9906/395f78ef9e5542a9a49e3dbcc3d71154
テレビ朝日,mitv://ns2.hellotvvod.com:9906/6c5cbb2deb74414fadf367ab187a212b
BS-1,mitv://ns2.hellotvvod.com:9906/a2e61780f1b24d1eba68529582c12c4d
BSプレミアム,mitv://ns2.hellotvvod.com:9906/e3f859c043f54074a68632ff209c6437
BS日テレ,mitv://ns2.hellotvvod.com:9906/9299edd2b3464398a84c6666ad4a5fc3
BS朝日,mitv://ns2.hellotvvod.com:9906/c46b2775ba3445db8362e65edbad069d
BS-TBS,mitv://ns2.hellotvvod.com:9906/a78cd0d212284c7f8abb3a6304000ec1
BS11,mitv://ns2.hellotvvod.com:9906/e2ba1b1019ff46238c9e70c8e9ca841d
BSフジ,mitv://ns2.hellotvvod.com:9906/91b3306a72e24047b34ef62be9122b31
WOWOWプライム,mitv://ns2.hellotvvod.com:9906/0c2ae705e8df4197b3b192f58538973e
WOWOWライブ,mitv://ns2.hellotvvod.com:9906/f2c26fb3537c469588d88e2a0140d79d
WOWOWシネマ,mitv://ns2.hellotvvod.com:9906/507168b4ad274c959b425b94daf1ef15
スター?チャンネル1,mitv://ns2.hellotvvod.com:9906/282da4a379ea43e3b8f963e9de045edb
スター?チャンネル2,mitv://ns2.hellotvvod.com:9906/2b9673a3eccb4de888c44c1f245bf925
スター?チャンネル3,mitv://ns2.hellotvvod.com:9906/e0be1d70490d49feb9f28f35f8ea9e8f
BSアニマックス,mitv://ns2.hellotvvod.com:9906/cd408b63bfaf4b6d9c079966e4902d1f
J Sports 1,mitv://ns2.hellotvvod.com:9906/79f34ee83068462bb3bd30134ae44cf4
J Sports 2,mitv://ns2.hellotvvod.com:9906/2f938f62013f48a988889067eb2d8fab
J Sports 3,mitv://ns2.hellotvvod.com:9906/25c0692b67594355b3ff0f60892d1760
J Sports 4,mitv://ns2.hellotvvod.com:9906/1545bf2f77484887aa05cadbc8aa205a
BS12,mitv://ns2.hellotvvod.com:9906/eac8ecffe04e4015b1b0fd5379c6455e
