广东电信组播👉,#genre#
CETV-2,http://office.gofaraway.top:888/udp/238.125.2.234:5140
金鹰卡通 HD,http://office.gofaraway.top:888/udp/238.125.2.235:5140
快乐垂钓 HD,http://office.gofaraway.top:888/udp/238.125.2.236:5140
先锋乒羽,http://office.gofaraway.top:888/udp/238.125.2.237:5140
湖南茶 HD,http://office.gofaraway.top:888/udp/238.125.2.238:5140
乌鲁木齐6高清,http://office.gofaraway.top:888/udp/238.125.2.239:5140
乌鲁木齐4高清,http://office.gofaraway.top:888/udp/238.125.2.241:5140
乌鲁木齐3高清,http://office.gofaraway.top:888/udp/238.125.2.242:5140
乌鲁木齐2高清,http://office.gofaraway.top:888/udp/238.125.2.243:5140
乌鲁木齐1高清,http://office.gofaraway.top:888/udp/238.125.2.244:5140
CCTV13高清,http://office.gofaraway.top:888/udp/238.125.2.245:5140
伊吾1,http://office.gofaraway.top:888/udp/238.125.2.246:5140
塔县2,http://office.gofaraway.top:888/udp/238.125.2.247:5140
岳普湖2,http://office.gofaraway.top:888/udp/238.125.2.248:5140
岳普湖1,http://office.gofaraway.top:888/udp/238.125.2.249:5140
英吉沙2,http://office.gofaraway.top:888/udp/238.125.2.250:5140
英吉沙1,http://office.gofaraway.top:888/udp/238.125.2.251:5140
叶城2,http://office.gofaraway.top:888/udp/238.125.2.252:5140
叶城1,http://office.gofaraway.top:888/udp/238.125.2.253:5140
阿克苏新和1 HD,http://office.gofaraway.top:888/udp/238.125.2.254:5140
CGTN西语,http://office.gofaraway.top:888/udp/238.125.3.100:5140
CGTN俄语,http://office.gofaraway.top:888/udp/238.125.3.101:5140
CGTN记录,http://office.gofaraway.top:888/udp/238.125.3.102:5140
吉林高清,http://office.gofaraway.top:888/udp/238.125.3.103:5140
第十四师昆玉市,http://office.gofaraway.top:888/udp/238.125.3.105:5140
江西高清,http://office.gofaraway.top:888/udp/238.125.3.106:5140
拜城1,http://office.gofaraway.top:888/udp/238.125.3.107:5140
拜城2（维语）,http://office.gofaraway.top:888/udp/238.125.3.108:5140
9师TV1,http://office.gofaraway.top:888/udp/238.125.3.109:5140
二师1,http://office.gofaraway.top:888/udp/238.125.3.111:5140
玛纳斯1 HD,http://office.gofaraway.top:888/udp/238.125.3.114:5140
奇台-1,http://office.gofaraway.top:888/udp/238.125.3.115:5140
库车1,http://office.gofaraway.top:888/udp/238.125.3.117:5140
库车2,http://office.gofaraway.top:888/udp/238.125.3.118:5140
CGTN-纪录 HD,http://office.gofaraway.top:888/udp/238.125.3.119:5140
CGTN记录,http://office.gofaraway.top:888/udp/238.125.3.120:5140
冬奥纪实 HD,http://office.gofaraway.top:888/udp/238.125.3.121:5140
金鹰纪实 HD,http://office.gofaraway.top:888/udp/238.125.3.122:5140
中国教育一台 HD,http://office.gofaraway.top:888/udp/238.125.3.124:5140
精河-1,http://office.gofaraway.top:888/udp/238.125.3.126:5140
百事通4K,http://office.gofaraway.top:888/udp/238.125.3.127:5140
尉犁1,http://office.gofaraway.top:888/udp/238.125.3.128:5140
乌什1,http://office.gofaraway.top:888/udp/238.125.3.130:5140
乌什2,http://office.gofaraway.top:888/udp/238.125.3.131:5140
CGTN-环球国际 HD,http://office.gofaraway.top:888/udp/238.125.3.134:5140
上海纪实 HD,http://office.gofaraway.top:888/udp/238.125.3.135:5140
富蕴汉语,http://office.gofaraway.top:888/udp/238.125.3.136:5140
富蕴哈语,http://office.gofaraway.top:888/udp/238.125.3.137:5140
库尔勒1,http://office.gofaraway.top:888/udp/238.125.3.138:5140
库尔勒2（维语）,http://office.gofaraway.top:888/udp/238.125.3.139:5140
湖南快乐购,http://office.gofaraway.top:888/udp/238.125.3.140:5140
伽师-1,http://office.gofaraway.top:888/udp/238.125.3.141:5140
伽师-2,http://office.gofaraway.top:888/udp/238.125.3.142:5140
石河子8师1,http://office.gofaraway.top:888/udp/238.125.3.143:5140
石河子8师2,http://office.gofaraway.top:888/udp/238.125.3.144:5140
石河子8师3,http://office.gofaraway.top:888/udp/238.125.3.145:5140
石河子8师4,http://office.gofaraway.top:888/udp/238.125.3.146:5140
温泉县,http://office.gofaraway.top:888/udp/238.125.3.148:5140
和静1,http://office.gofaraway.top:888/udp/238.125.3.149:5140
塔里木1 HD,http://office.gofaraway.top:888/udp/238.125.3.150:5140
塔里木2 HD,http://office.gofaraway.top:888/udp/238.125.3.151:5140
CCTV17,http://office.gofaraway.top:888/udp/238.125.3.152:5140
CCTV17高清,http://office.gofaraway.top:888/udp/238.125.3.153:5140
未接收到信号源,http://office.gofaraway.top:888/udp/238.125.3.157:5140
好享购物,http://office.gofaraway.top:888/udp/238.125.3.158:5140
九屏测试-1,http://office.gofaraway.top:888/udp/238.125.3.159:5140
九屏测试-2,http://office.gofaraway.top:888/udp/238.125.3.160:5140
九屏测试-3,http://office.gofaraway.top:888/udp/238.125.3.161:5140
九屏测试-4,http://office.gofaraway.top:888/udp/238.125.3.162:5140
五家渠广告 HD,http://office.gofaraway.top:888/udp/238.125.3.164:5140
五家渠新闻 HD,http://office.gofaraway.top:888/udp/238.125.3.165:5140
五家渠经济生活 HD,http://office.gofaraway.top:888/udp/238.125.3.166:5140
未接收到信号源,http://office.gofaraway.top:888/udp/238.125.3.167:5140
江苏卫视2023跨年演唱会,http://office.gofaraway.top:888/udp/238.125.3.168:5140
江苏卫视2023跨年演唱会,http://office.gofaraway.top:888/udp/238.125.3.169:5140
江苏卫视2023跨年演唱会,http://office.gofaraway.top:888/udp/238.125.3.170:5140
河南高清,http://office.gofaraway.top:888/udp/238.125.3.171:5140
阿瓦提综合,http://office.gofaraway.top:888/udp/238.125.3.173:5140
XJTV1HD,http://office.gofaraway.top:888/udp/238.125.3.174:5140
XJTV2HD,http://office.gofaraway.top:888/udp/238.125.3.175:5140
XJTV3HD,http://office.gofaraway.top:888/udp/238.125.3.176:5140
XJTV4HD,http://office.gofaraway.top:888/udp/238.125.3.177:5140
XJTV5HD,http://office.gofaraway.top:888/udp/238.125.3.178:5140
XJTV6HD,http://office.gofaraway.top:888/udp/238.125.3.179:5140
XJTV7HD,http://office.gofaraway.top:888/udp/238.125.3.180:5140
XJTV8HD,http://office.gofaraway.top:888/udp/238.125.3.181:5140
XJTV9HD,http://office.gofaraway.top:888/udp/238.125.3.182:5140
XJTV10HD,http://office.gofaraway.top:888/udp/238.125.3.183:5140
XJTV11HD,http://office.gofaraway.top:888/udp/238.125.3.184:5140
XJTV12HD,http://office.gofaraway.top:888/udp/238.125.3.185:5140
伊宁新闻,http://office.gofaraway.top:888/udp/238.125.3.186:5140
伊宁维吾尔,http://office.gofaraway.top:888/udp/238.125.3.187:5140
和硕,http://office.gofaraway.top:888/udp/238.125.3.188:5140
阿合奇-1,http://office.gofaraway.top:888/udp/238.125.3.189:5140
阿合奇-2,http://office.gofaraway.top:888/udp/238.125.3.190:5140
麦盖提1,http://office.gofaraway.top:888/udp/238.125.3.192:5140
麦盖提2,http://office.gofaraway.top:888/udp/238.125.3.193:5140
塔城市,http://office.gofaraway.top:888/udp/238.125.3.194:5140
温宿1,http://office.gofaraway.top:888/udp/238.125.3.195:5140
温宿2,http://office.gofaraway.top:888/udp/238.125.3.196:5140
未接收到信号源,http://office.gofaraway.top:888/udp/238.125.3.209:5140
CCTV11高清,http://office.gofaraway.top:888/udp/238.125.3.212:5140
CCTV15高清,http://office.gofaraway.top:888/udp/238.125.3.213:5140
喀什1,http://office.gofaraway.top:888/udp/238.125.3.214:5140
喀什2,http://office.gofaraway.top:888/udp/238.125.3.215:5140
喀什3,http://office.gofaraway.top:888/udp/238.125.3.216:5140
阿克苏市2,http://office.gofaraway.top:888/udp/238.125.3.221:5140
阿克苏市1,http://office.gofaraway.top:888/udp/238.125.3.222:5140
尼勒克1,http://office.gofaraway.top:888/udp/238.125.3.223:5140
尼勒克2,http://office.gofaraway.top:888/udp/238.125.3.224:5140
昭苏1 HD,http://office.gofaraway.top:888/udp/238.125.3.225:5140
昭苏2 HD,http://office.gofaraway.top:888/udp/238.125.3.226:5140
伊宁县1 HD,http://office.gofaraway.top:888/udp/238.125.3.228:5140
伊宁县2 HD（维语）,http://office.gofaraway.top:888/udp/238.125.3.229:5140
新源2（哈语）,http://office.gofaraway.top:888/udp/238.125.3.232:5140
新源1,http://office.gofaraway.top:888/udp/238.125.3.233:5140
霍尔果斯1 HD,http://office.gofaraway.top:888/udp/238.125.3.238:5140
图木舒克1 HD,http://office.gofaraway.top:888/udp/238.125.3.239:5140
图木舒克2 HD,http://office.gofaraway.top:888/udp/238.125.3.240:5140
且末1,http://office.gofaraway.top:888/udp/238.125.3.241:5140
且末2（维语）,http://office.gofaraway.top:888/udp/238.125.3.242:5140
九屏测试-5,http://office.gofaraway.top:888/udp/238.125.3.243:5140
九屏测试-6,http://office.gofaraway.top:888/udp/238.125.3.244:5140
九屏测试-7,http://office.gofaraway.top:888/udp/238.125.3.245:5140
奎屯1 HD,http://office.gofaraway.top:888/udp/238.125.3.248:5140
奎屯3 HD（哈语）,http://office.gofaraway.top:888/udp/238.125.3.250:5140
百视通,http://office.gofaraway.top:888/udp/238.125.3.251:5140
塔县1,http://office.gofaraway.top:888/udp/238.125.3.252:5140
阿克苏新和2,http://office.gofaraway.top:888/udp/238.125.3.253:5140
===++分割线，上下两部分节目一样，但是大部分频道的id不同++===
CETV-2,http://office.gofaraway.top:888/udp/238.125.4.101:5140
梨园频道 HD,http://office.gofaraway.top:888/udp/238.125.4.103:5140
武术世界 HD,http://office.gofaraway.top:888/udp/238.125.4.104:5140
文物宝库 HD,http://office.gofaraway.top:888/udp/238.125.4.106:5140
云南卫视,http://office.gofaraway.top:888/udp/238.125.4.134:5140
陕西卫视,http://office.gofaraway.top:888/udp/238.125.4.135:5140
河北卫视,http://office.gofaraway.top:888/udp/238.125.4.136:5140
CCTV09,http://office.gofaraway.top:888/udp/238.125.4.139:5140
聚鲨环球精选,http://office.gofaraway.top:888/udp/238.125.4.143:5140
党员远程教育 HD,http://office.gofaraway.top:888/udp/238.125.4.144:5140
昌吉综合,http://office.gofaraway.top:888/udp/238.125.4.145:5140
伊犁01 HD,http://office.gofaraway.top:888/udp/238.125.4.147:5140
伊犁02 HD（哈语）,http://office.gofaraway.top:888/udp/238.125.4.148:5140
伊犁03 HD（维语）,http://office.gofaraway.top:888/udp/238.125.4.149:5140
伊犁04 HD,http://office.gofaraway.top:888/udp/238.125.4.150:5140
农林卫视,http://office.gofaraway.top:888/udp/238.125.4.154:5140
山东教育卫视,http://office.gofaraway.top:888/udp/238.125.4.156:5140
2.5M-纪实频道,http://office.gofaraway.top:888/udp/238.125.4.157:5140
优漫卡通,http://office.gofaraway.top:888/udp/238.125.4.159:5140
2.5M-娱乐频道,http://office.gofaraway.top:888/udp/238.125.4.183:5140
优购物,http://office.gofaraway.top:888/udp/238.125.4.184:5140
吐鲁番远教 HD,http://office.gofaraway.top:888/udp/238.125.4.190:5140
巩留1 HD,http://office.gofaraway.top:888/udp/238.125.4.194:5140
巩留1 HD,http://office.gofaraway.top:888/udp/238.125.4.195:5140
CCTV14高清,http://office.gofaraway.top:888/udp/238.125.4.198:5140
乌鲁木齐1,http://office.gofaraway.top:888/udp/238.125.4.200:5140
乌鲁木齐3,http://office.gofaraway.top:888/udp/238.125.4.203:5140
XJTV09,http://office.gofaraway.top:888/udp/238.125.4.204:5140
XJTV04,http://office.gofaraway.top:888/udp/238.125.4.205:5140
CMMB1,http://office.gofaraway.top:888/udp/238.125.4.206:5140
乌鲁木齐6,http://office.gofaraway.top:888/udp/238.125.4.207:5140
XJTV05,http://office.gofaraway.top:888/udp/238.125.4.210:5140
XJTV02,http://office.gofaraway.top:888/udp/238.125.4.211:5140
XJTV03,http://office.gofaraway.top:888/udp/238.125.4.212:5140
XJTV08,http://office.gofaraway.top:888/udp/238.125.4.213:5140
乌鲁木齐2,http://office.gofaraway.top:888/udp/238.125.4.216:5140
乌鲁木齐4,http://office.gofaraway.top:888/udp/238.125.4.217:5140
XJTV12,http://office.gofaraway.top:888/udp/238.125.4.219:5140
XJTV11,http://office.gofaraway.top:888/udp/238.125.4.222:5140
XJTV10,http://office.gofaraway.top:888/udp/238.125.4.223:5140
XJTV07,http://office.gofaraway.top:888/udp/238.125.4.224:5140
XJTV06,http://office.gofaraway.top:888/udp/238.125.4.225:5140
卡酷少儿,http://office.gofaraway.top:888/udp/238.125.4.226:5140
轮播,http://office.gofaraway.top:888/udp/238.125.4.228:5140
CMMB5,http://office.gofaraway.top:888/udp/238.125.4.229:5140
CMMB7,http://office.gofaraway.top:888/udp/238.125.4.231:5140
CMMB6,http://office.gofaraway.top:888/udp/238.125.4.232:5140
克州1 HD,http://office.gofaraway.top:888/udp/238.125.4.240:5140
克州2 HD（克尔克孜语）,http://office.gofaraway.top:888/udp/238.125.4.241:5140
克州3 HD（维语）,http://office.gofaraway.top:888/udp/238.125.4.242:5140
阿图什1,http://office.gofaraway.top:888/udp/238.125.4.243:5140
阿图什2,http://office.gofaraway.top:888/udp/238.125.4.244:5140
克拉玛依-1,http://office.gofaraway.top:888/udp/238.125.4.247:5140
克拉玛依-2（汉维双语）,http://office.gofaraway.top:888/udp/238.125.4.248:5140
克拉玛依-3,http://office.gofaraway.top:888/udp/238.125.4.249:5140
克拉玛依-4,http://office.gofaraway.top:888/udp/238.125.4.250:5140
克拉玛依-5,http://office.gofaraway.top:888/udp/238.125.4.251:5140
CCTV17,http://office.gofaraway.top:888/udp/238.125.4.254:5140
茶频道 HD,http://office.gofaraway.top:888/udp/238.125.5.101:5140
先锋乒羽,http://office.gofaraway.top:888/udp/238.125.5.102:5140
快乐垂钓 HD,http://office.gofaraway.top:888/udp/238.125.5.103:5140
金鹰卡通 HD,http://office.gofaraway.top:888/udp/238.125.5.104:5140
广西高清,http://office.gofaraway.top:888/udp/238.125.5.105:5140
8M-HD-哈哈炫动,http://office.gofaraway.top:888/udp/238.125.5.106:5140
卡酷卡通 HD,http://office.gofaraway.top:888/udp/238.125.5.107:5140
求索记录 HD,http://office.gofaraway.top:888/udp/238.125.5.108:5140
安徽人物频道 HD（？）,http://office.gofaraway.top:888/udp/238.125.5.109:5140
精彩影视 HD,http://office.gofaraway.top:888/udp/238.125.5.110:5140
三沙卫视,http://office.gofaraway.top:888/udp/238.125.5.111:5140
生活时尚HD,http://office.gofaraway.top:888/udp/238.125.5.113:5140
三沙高清,http://office.gofaraway.top:888/udp/238.125.5.114:5140
金色频道HD,http://office.gofaraway.top:888/udp/238.125.5.115:5140
8MHD-法治天地-4-2,http://office.gofaraway.top:888/udp/238.125.5.116:5140
CCTV-16 4K,http://office.gofaraway.top:888/udp/238.125.5.120:5140
陕西高清,http://office.gofaraway.top:888/udp/238.125.5.121:5140
欢笑剧场4K,http://office.gofaraway.top:888/udp/238.125.5.122:5140
东方购物3越剧HD,http://office.gofaraway.top:888/udp/238.125.5.123:5140
魅力足球HD,http://office.gofaraway.top:888/udp/238.125.5.124:5140
叶城1,http://office.gofaraway.top:888/udp/238.125.6.169:5140
叶城2,http://office.gofaraway.top:888/udp/238.125.6.170:5140
河南高清,http://office.gofaraway.top:888/udp/238.125.6.171:5140
阿瓦提综合,http://office.gofaraway.top:888/udp/238.125.6.173:5140
阿克苏市2,http://office.gofaraway.top:888/udp/238.125.7.102:5140
吉林高清,http://office.gofaraway.top:888/udp/238.125.7.103:5140
阿克苏市1,http://office.gofaraway.top:888/udp/238.125.7.104:5140
江西高清,http://office.gofaraway.top:888/udp/238.125.7.106:5140
拜城1,http://office.gofaraway.top:888/udp/238.125.7.107:5140
拜城2（维语）,http://office.gofaraway.top:888/udp/238.125.7.108:5140
十二师1,http://office.gofaraway.top:888/udp/238.125.7.114:5140
和静1,http://office.gofaraway.top:888/udp/238.125.7.119:5140
塔里木1 HD,http://office.gofaraway.top:888/udp/238.125.7.120:5140
塔里木2 HD,http://office.gofaraway.top:888/udp/238.125.7.121:5140
泽普1,http://office.gofaraway.top:888/udp/238.125.7.124:5140
泽普2,http://office.gofaraway.top:888/udp/238.125.7.125:5140
于田1,http://office.gofaraway.top:888/udp/238.125.7.128:5140
于田2,http://office.gofaraway.top:888/udp/238.125.7.129:5140
乌什1,http://office.gofaraway.top:888/udp/238.125.7.130:5140
乌什2,http://office.gofaraway.top:888/udp/238.125.7.131:5140
阿勒泰2,http://office.gofaraway.top:888/udp/238.125.7.134:5140
富蕴汉语,http://office.gofaraway.top:888/udp/238.125.7.136:5140
富蕴哈语,http://office.gofaraway.top:888/udp/238.125.7.137:5140
五师TV-1,http://office.gofaraway.top:888/udp/238.125.7.138:5140
五师TV-2,http://office.gofaraway.top:888/udp/238.125.7.139:5140
湖南快乐购,http://office.gofaraway.top:888/udp/238.125.7.140:5140
五家渠新闻 HD,http://office.gofaraway.top:888/udp/238.125.7.141:5140
五家渠经济生活 HD,http://office.gofaraway.top:888/udp/238.125.7.142:5140
五家渠广告 HD,http://office.gofaraway.top:888/udp/238.125.7.144:5140
XJTV1HD,http://office.gofaraway.top:888/udp/238.125.7.145:5140
XJTV2HD,http://office.gofaraway.top:888/udp/238.125.7.146:5140
XJTV3HD,http://office.gofaraway.top:888/udp/238.125.7.147:5140
XJTV4HD,http://office.gofaraway.top:888/udp/238.125.7.148:5140
XJTV5HD,http://office.gofaraway.top:888/udp/238.125.7.149:5140
XJTV6HD,http://office.gofaraway.top:888/udp/238.125.7.150:5140
XJTV7HD,http://office.gofaraway.top:888/udp/238.125.7.151:5140
XJTV8HD,http://office.gofaraway.top:888/udp/238.125.7.152:5140
XJTV9HD,http://office.gofaraway.top:888/udp/238.125.7.153:5140
XJTV10HD,http://office.gofaraway.top:888/udp/238.125.7.154:5140
XJTV11HD,http://office.gofaraway.top:888/udp/238.125.7.155:5140
XJTV12HD,http://office.gofaraway.top:888/udp/238.125.7.156:5140
伊宁新闻,http://office.gofaraway.top:888/udp/238.125.7.157:5140
伊宁维吾尔,http://office.gofaraway.top:888/udp/238.125.7.158:5140
塔城市,http://office.gofaraway.top:888/udp/238.125.7.159:5140
麦盖提1,http://office.gofaraway.top:888/udp/238.125.7.160:5140
麦盖提2,http://office.gofaraway.top:888/udp/238.125.7.161:5140
温宿1,http://office.gofaraway.top:888/udp/238.125.7.162:5140
温宿2,http://office.gofaraway.top:888/udp/238.125.7.163:5140
可克达拉 HD,http://office.gofaraway.top:888/udp/238.125.7.164:5140
尼勒克1,http://office.gofaraway.top:888/udp/238.125.7.169:5140
尼勒克2,http://office.gofaraway.top:888/udp/238.125.7.170:5140
昭苏1 HD,http://office.gofaraway.top:888/udp/238.125.7.171:5140
昭苏2 HD,http://office.gofaraway.top:888/udp/238.125.7.172:5140
若羌电视台-1,http://office.gofaraway.top:888/udp/238.125.7.173:5140
伊宁县1 HD,http://office.gofaraway.top:888/udp/238.125.7.174:5140
伊宁县2（维语） HD,http://office.gofaraway.top:888/udp/238.125.7.175:5140
新源2（哈语）,http://office.gofaraway.top:888/udp/238.125.7.178:5140
新源1,http://office.gofaraway.top:888/udp/238.125.7.179:5140
霍尔果斯1 HD,http://office.gofaraway.top:888/udp/238.125.7.180:5140
图木舒克1 HD,http://office.gofaraway.top:888/udp/238.125.7.181:5140
图木舒克2 HD,http://office.gofaraway.top:888/udp/238.125.7.182:5140
且末1,http://office.gofaraway.top:888/udp/238.125.7.183:5140
且末2（维语）,http://office.gofaraway.top:888/udp/238.125.7.184:5140
奎屯1 HD,http://office.gofaraway.top:888/udp/238.125.7.185:5140
奎屯3 HD（哈语）,http://office.gofaraway.top:888/udp/238.125.7.187:5140
塔县1,http://office.gofaraway.top:888/udp/238.125.7.188:5140
阿克苏新和2,http://office.gofaraway.top:888/udp/238.125.7.189:5140
阿克苏新和1 HD,http://office.gofaraway.top:888/udp/238.125.7.190:5140
英吉沙1,http://office.gofaraway.top:888/udp/238.125.7.191:5140
英吉沙2 HD,http://office.gofaraway.top:888/udp/238.125.7.192:5140
岳普湖1 HD,http://office.gofaraway.top:888/udp/238.125.7.193:5140
岳普湖2 HD,http://office.gofaraway.top:888/udp/238.125.7.194:5140
塔县2,http://office.gofaraway.top:888/udp/238.125.7.195:5140
伊吾1,http://office.gofaraway.top:888/udp/238.125.7.196:5140
特克斯2,http://office.gofaraway.top:888/udp/238.125.7.198:5140
特克斯1,http://office.gofaraway.top:888/udp/238.125.7.199:5140
乌鲁木齐1高清,http://office.gofaraway.top:888/udp/238.125.7.200:5140
乌鲁木齐2高清,http://office.gofaraway.top:888/udp/238.125.7.201:5140
乌鲁木齐3高清,http://office.gofaraway.top:888/udp/238.125.7.202:5140
乌鲁木齐4高清,http://office.gofaraway.top:888/udp/238.125.7.203:5140
乌鲁木齐6高清,http://office.gofaraway.top:888/udp/238.125.7.205:5140
疏勒1 HD,http://office.gofaraway.top:888/udp/238.125.7.208:5140
疏勒2 HD,http://office.gofaraway.top:888/udp/238.125.7.209:5140
疏附1,http://office.gofaraway.top:888/udp/238.125.7.216:5140
疏附2,http://office.gofaraway.top:888/udp/238.125.7.217:5140
和田洛浦1 HD,http://office.gofaraway.top:888/udp/238.125.7.218:5140
洛浦2 HD,http://office.gofaraway.top:888/udp/238.125.7.219:5140
哈密巴里坤1 HD,http://office.gofaraway.top:888/udp/238.125.7.220:5140
哈密巴里坤2 HD,http://office.gofaraway.top:888/udp/238.125.7.221:5140
福海1 HD,http://office.gofaraway.top:888/udp/238.125.7.222:5140
福海2 HD,http://office.gofaraway.top:888/udp/238.125.7.223:5140
布尔津县02 HD,http://office.gofaraway.top:888/udp/238.125.7.225:5140
青河2 HD,http://office.gofaraway.top:888/udp/238.125.7.226:5140
青河2 HD,http://office.gofaraway.top:888/udp/238.125.7.227:5140
农7师,http://office.gofaraway.top:888/udp/238.125.7.228:5140
墨玉1,http://office.gofaraway.top:888/udp/238.125.7.132:5140
墨玉2,http://office.gofaraway.top:888/udp/238.125.7.133:5140

广东👉,#genre#
梅州综合(官方),http://3074201111.cloudvdn.com/a.m3u8?domain=pili-live-hls.xianchangliving.gdmztv.com&player=TBQAABv8DWpe-JwX&secondToken=secondToken%3AvJaH6TZdsjke7LImH4Doy1NGUro&sign=a318ad852af91eca32e9715fe7cfcabb&streamid=meizhou-xianchangliving%3Ameizhou-xianchangliving%2Fmztv1&t=656affff&v3=1
梅州生活(官方),http://3074201111.cloudvdn.com/a.m3u8?domain=pili-live-hls.xianchangliving.gdmztv.com&player=TBQAAKKz0hl1-JwX&secondToken=secondToken%3AaPVrZvBw0600IDfKgAcDgcYpdNQ&sign=b5677874cc3ab15899452d72b29c66d7&streamid=meizhou-xianchangliving%3Ameizhou-xianchangliving%2Fmztv2&t=656affff&v3=1
潮州综合(官方),http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生(官方),http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
汕头新闻综合1,http://114.132.99.29:8812/st.php?id=G7Kql7a
汕头新闻综合2,http://114.132.99.29:8812/st.php?id=7xjJK9d
揭阳综合,http://114.132.99.29:8788/tianma.php?id=jyzh
揭阳公共,http://114.132.99.29:8788/tianma.php?id=jysh
丰顺综合1,http://p2.vzan.com/slowlive/024926084736123668/live.m3u8
丰顺综合2,http://p2.vzan.com:80/slowlive/024926084736123668/live.m3u8
丰顺综合3,http://r2.weizan.cn/v/slowlive_024926084736123668.flv
潮安综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=cazh
普宁综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=pnzh
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?t=Q3ZTI5YWVmMmUwM==&d=7e29aef2e03907f&pid=&cid=20&u=freeuser&l=001&sid=My5f5evM7A+JM7kBEt7zRg==&r=20240116195900&e=20240117195900&nc=5juVZbdBPOgB&a=7&v=2&hlsSessionID=7114844658832085543&srchost=172.16.22.158:8060&gid=1cTuE8i8Z%2F6MoBf3Sw1THw%3D%3D
广东珠江(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视(触电)1,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东体育(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东影视(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdys
GRTN文化频道(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdwh
广东民生(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻(触电),http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东移动(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广州综合(触电),http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州法治(触电),http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州新闻(触电),http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州影视(触电)1,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州南国都市(触电),http://php.jdshipin.com:8880/gztv.php?id=shenghuo
东莞新闻综合(触电),http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯(触电),http://php.jdshipin.com:8880/0769.php?id=shzx
阳江1(触电)1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江2(触电)1,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
阳西综合(触电),http://php.jdshipin.com:8880/chudian.php?id=yxzh
阳春综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=yczh
河源综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hygg
河源连平台(触电),http://php.jdshipin.com:8880/chudian.php?id=lpzh
紫金综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=zjzh
东源台(触电)1,http://php.jdshipin.com:8880/chudian.php?id=dytv
和平综合(触电),http://php.jdshipin.com:8880/chudian.php?id=hpzh
清远英德综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=ydxw
佛山综合(触电),http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视(触电),http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共(触电),http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海(触电),http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德(触电),http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明(触电),http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水(触电),http://php.jdshipin.com:8880/fstv.php?id=fsss
肇庆综合(触电),http://php.jdshipin.com:8880/chudian.php?id=zqzh
肇庆公共(触电),http://php.jdshipin.com:8880/chudian.php?id=zqgg
肇庆怀集综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hjzh
肇庆广宁综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=gnzh
惠东综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hdzh
惠阳电视台(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hytv
廉江综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=ljzh
湛江吴川综合(触电),http://php.jdshipin.com:8880/chudian.php?id=wczh
湛江遂溪台(触电)1,http://php.jdshipin.com:8880/chudian.php?id=sxtv
韶关乐昌电视台(触电)1,http://php.jdshipin.com:8880/chudian.php?id=lctv
茂名信宜综合(触电),http://php.jdshipin.com:8880/chudian.php?id=xyzh
茂名化州综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=hzzh
江门台山台(触电)1,http://php.jdshipin.com:8880/chudian.php?id=tstv
江门开平综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=kpzh
江门开平生活(触电)1,http://php.jdshipin.com:8880/chudian.php?id=kpsh
江门新会综合(触电)1,http://php.jdshipin.com:8880/chudian.php?id=xhzh
