👉易看电视,#genre#
宁夏卫视,http://www.qhjx.top:18000/udp/238.255.2.75:5999
厦门卫视,http://www.qhjx.top:18000/udp/238.255.2.205:5999
厦门卫视,http://www.qhjx.top:18000/udp/238.255.2.205:5999
三沙卫视,http://www.qhjx.top:18000/udp/238.255.2.203:5999
农林卫视,http://www.qhjx.top:18000/udp/238.255.2.120:5999
海南卫视,http://www.qhjx.top:18000/udp/238.255.2.58:5999
金鹰卡通,http://www.qhjx.top:18000/udp/238.255.2.55:5999
哈哈炫动,http://www.qhjx.top:18000/udp/238.255.2.56:5999
优漫卡通,http://www.qhjx.top:18000/udp/238.255.2.57:5999
佳佳卡通,http://www.qhjx.top:18000/udp/238.255.2.62:5999
贵阳-1,http://www.qhjx.top:18000/udp/238.255.2.19:5999
贵阳-2,http://www.qhjx.top:18000/udp/238.255.2.20:5999
贵阳-3,http://www.qhjx.top:18000/udp/238.255.2.22:5999
六盘水-1,http://www.qhjx.top:18000/udp/238.255.2.115:5999
六盘水-2,http://www.qhjx.top:18000/udp/238.255.2.116:5999
CCTV-风云音乐,http://www.qhjx.top:18000/udp/238.255.2.24:5999
CCTV-第一剧场,http://www.qhjx.top:18000/udp/238.255.2.25:5999
CCTV-世界地理,http://www.qhjx.top:18000/udp/238.255.2.26:5999
CCTV-风云剧场,http://www.qhjx.top:18000/udp/238.255.2.28:5999
CCTV-风云足球,http://www.qhjx.top:18000/udp/238.255.2.29:5999
CCTV-高尔夫-网球,http://www.qhjx.top:18000/udp/238.255.2.223:5999
CCTV-台球,http://www.qhjx.top:18000/udp/238.255.2.224:5999
CCTV-文化精品,http://www.qhjx.top:18000/udp/238.255.2.32:5999
CCTV-怀旧剧场,http://www.qhjx.top:18000/udp/238.255.2.33:5999
CCTV-兵器科技,http://www.qhjx.top:18000/udp/238.255.2.34:5999
国学频道,http://www.qhjx.top:18000/udp/238.255.2.176:5999
环球奇观,http://www.qhjx.top:18000/udp/238.255.2.43:5999
财富天下,http://www.qhjx.top:18000/udp/238.255.2.186:5999
纪实人文,http://www.qhjx.top:18000/udp/238.255.2.106:5999
纪实科教,http://www.qhjx.top:18000/udp/238.255.2.107:5999
金鹰纪实,http://www.qhjx.top:18000/udp/238.255.2.108:5999
法治天地,http://www.qhjx.top:18000/udp/238.255.2.190:5999
快乐垂钓,http://www.qhjx.top:18000/udp/238.255.2.191:5999
都市剧场,http://www.qhjx.top:18000/udp/238.255.2.194:5999
动漫秀场,http://www.qhjx.top:18000/udp/238.255.2.196:5999
游戏风云,http://www.qhjx.top:18000/udp/238.255.2.197:5999
新视觉-剧场,http://www.qhjx.top:18000/udp/238.255.2.195:5999
欢笑剧场,http://www.qhjx.top:18000/udp/238.255.2.215:5999



上海电信,#genre#
CCTV1,http://218.80.79.205:4022/udp/239.45.3.145:5140
CCTV2,http://218.80.79.205:4022/udp/239.45.1.109:5140
CCTV3,http://218.80.79.205:4022/udp/239.45.1.68:5140
CCTV4,http://218.80.79.205:4022/udp/239.45.0.2:5140
CCTV5,http://218.80.79.205:4022/udp/239.45.1.69:5140
CCTV6,http://218.80.79.205:4022/udp/239.45.1.70:5140
CCTV7,http://218.80.79.205:4022/udp/239.45.3.56:5140
CCTV8,http://218.80.79.205:4022/udp/239.45.1.71:5140
CCTV9,http://218.80.79.205:4022/udp/239.45.3.4:5140
CCTV10,http://218.80.79.205:4022/udp/239.45.3.8:5140
CCTV11,http://218.80.79.205:4022/udp/239.45.1.196:5140
CCTV12,http://218.80.79.205:4022/udp/239.45.3.10:5140
CCTV13,http://218.80.79.205:4022/udp/239.45.1.198:5140
CCTV14,http://218.80.79.205:4022/udp/239.45.3.23:5140
CCTV15,http://218.80.79.205:4022/udp/239.45.1.200:5140
CCTV17,http://218.80.79.205:4022/udp/239.45.3.52:5140
CGTN,http://218.80.79.205:4022/udp/239.45.1.194:5140
东方卫视,http://218.80.79.205:4022/udp/239.45.3.146:5140
浙江卫视,http://218.80.79.205:4022/udp/239.45.3.178:5140
江苏卫视,http://218.80.79.205:4022/udp/239.45.3.177:5140
湖南卫视,http://218.80.79.205:4022/udp/239.45.3.228:5140
北京卫视,http://218.80.79.205:4022/udp/239.45.3.229:5140
广东卫视,http://218.80.79.205:4022/udp/239.45.3.230:5140
深圳卫视,http://218.80.79.205:4022/udp/239.45.3.231:5140
黑龙江卫视,http://218.80.79.205:4022/udp/239.45.3.232:5140
山东卫视,http://218.80.79.205:4022/udp/239.45.3.238:5140
湖北卫视,http://218.80.79.205:4022/udp/239.45.3.239:5140
安徽卫视,http://218.80.79.205:4022/udp/239.45.1.120:5140
东南卫视,http://218.80.79.205:4022/udp/239.45.1.121:5140
江西卫视,http://218.80.79.205:4022/udp/239.45.1.122:5140
辽宁卫视,http://218.80.79.205:4022/udp/239.45.1.123:5140
天津卫视,http://218.80.79.205:4022/udp/239.45.1.124:5140
四川卫视,http://218.80.79.205:4022/udp/239.45.1.83:5140
重庆卫视,http://218.80.79.205:4022/udp/239.45.1.84:5140
贵州卫视,http://218.80.79.205:4022/udp/239.45.1.80:5140
海南卫视,http://218.80.79.205:4022/udp/239.45.1.81:5140
河北卫视,http://218.80.79.205:4022/udp/239.45.1.44:5140
金鹰纪实,http://218.80.79.205:4022/udp/239.45.1.45:5140
宁夏卫视,http://218.80.79.205:4022/udp/239.45.1.213:5140
广西卫视,http://218.80.79.205:4022/udp/239.45.0.5:5140
吉林卫视,http://218.80.79.205:4022/udp/239.45.0.6:5140
山西卫视,http://218.80.79.205:4022/udp/239.45.1.229:5140
青海卫视,http://218.80.79.205:4022/udp/239.45.1.230:5140
西藏卫视,http://218.80.79.205:4022/udp/239.45.1.231:5140
陕西卫视,http://218.80.79.205:4022/udp/239.45.1.232:5140
云南卫视,http://218.80.79.205:4022/udp/239.45.0.4:5140
甘肃卫视,http://218.80.79.205:4022/udp/239.45.1.234:5140
内蒙古卫视,http://218.80.79.205:4022/udp/239.45.1.238:5140
河南卫视,http://218.80.79.205:4022/udp/239.45.0.3:5140
新疆卫视,http://218.80.79.205:4022/udp/239.45.1.116:5140
兵团卫视,http://218.80.79.205:4022/udp/239.45.1.117:5140
三沙卫视,http://218.80.79.205:4022/udp/239.45.1.82:5140
康巴卫视,http://218.80.79.205:4022/udp/239.45.1.251:5140
上海综合,http://218.80.79.205:4022/udp/239.45.3.209:5140
上海都市,http://218.80.79.205:4022/udp/239.45.3.236:5140
纪实人文,http://218.80.79.205:4022/udp/239.45.3.212:5140
生活时尚,http://218.80.79.205:4022/udp/239.45.3.132:5140
都市剧场,http://218.80.79.205:4022/udp/239.45.3.136:5140
东方影视,http://218.80.79.205:4022/udp/239.45.3.237:5140
第一财经,http://218.80.79.205:4022/udp/239.45.3.211:5140
东方财经,http://218.80.79.205:4022/udp/239.45.0.17:5140
上海外语,http://218.80.79.205:4022/udp/239.45.1.127:5140
上海教育,http://218.80.79.205:4022/udp/239.45.0.13:5140
欢笑剧场,http://218.80.79.205:4022/udp/239.45.3.196:5140
欢笑剧场4K,http://218.80.79.205:4022/udp/239.45.1.4:5140
五星体育,http://218.80.79.205:4022/udp/239.45.3.210:5140
法治天地,http://218.80.79.205:4022/udp/239.45.1.46:5140
家庭理财,http://218.80.79.205:4022/udp/239.45.0.14:5140
乐游,http://218.80.79.205:4022/udp/239.45.3.135:5140
动漫秀场,http://218.80.79.205:4022/udp/239.45.3.134:5140
游戏风云,http://218.80.79.205:4022/udp/239.45.3.131:5140
哈哈炫动,http://218.80.79.205:4022/udp/239.45.1.55:5140
金色学堂,http://218.80.79.205:4022/udp/239.45.0.9:5140
七彩戏剧,http://218.80.79.205:4022/udp/239.45.0.16:5140
金鹰卡通,http://218.80.79.205:4022/udp/239.45.0.38:5140
卡酷少儿,http://218.80.79.205:4022/udp/239.45.0.8:5140









山东联通,#genre#
CCTV1,http://221.0.78.198:1681/hls/10201/index.m3u8
CCTV2,http://221.0.78.198:1681/hls/10202/index.m3u8
CCTV4,http://221.0.78.198:1681/hls/10204/index.m3u8
CCTV5+,http://221.0.78.198:1681/hls/10217/index.m3u8
CCTV7,http://221.0.78.198:1681/hls/10207/index.m3u8
CCTV9,http://221.0.78.198:1681/hls/10209/index.m3u8
CCTV9,http://221.2.36.34:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://221.0.78.198:1681/hls/10210/index.m3u8
CCTV10,http://221.2.36.34:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://221.0.78.198:1681/hls/10211/index.m3u8
CCTV11,http://221.2.36.34:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://221.0.78.198:1681/hls/10212/index.m3u8
CCTV12,http://221.2.36.34:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://221.0.78.198:1681/hls/10213/index.m3u8
CCTV13,http://221.2.36.34:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://221.0.78.198:1681/hls/10214/index.m3u8
CCTV14,http://221.2.36.34:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://221.0.78.198:1681/hls/10215/index.m3u8
CCTV15,http://221.2.36.34:8888/newlive/live/hls/17/live.m3u8
CCTV17,http://221.0.78.198:1681/hls/10289/index.m3u8
山东卫视,http://221.0.78.198:1681/hls/10218/index.m3u8
北京卫视,http://221.0.78.198:1681/hls/10230/index.m3u8
湖南卫视,http://221.0.78.198:1681/hls/10233/index.m3u8
江苏卫视,http://221.0.78.198:1681/hls/10234/index.m3u8
浙江卫视,http://221.0.78.198:1681/hls/10231/index.m3u8
东方卫视,http://221.0.78.198:1681/hls/10232/index.m3u8
天津卫视,http://221.0.78.198:1681/hls/10246/index.m3u8
广东卫视,http://221.0.78.198:1681/hls/10253/index.m3u8
河南卫视,http://221.0.78.198:1681/hls/10259/index.m3u8
辽宁卫视,http://221.0.78.198:1681/hls/10260/index.m3u8
安徽卫视,http://221.0.78.198:1681/hls/10261/index.m3u8
海南卫视,http://221.0.78.198:1681/hls/10262/index.m3u8
广西卫视,http://221.0.78.198:1681/hls/10239/index.m3u8
黑龙江卫视,http://221.0.78.198:1681/hls/10237/index.m3u8
江西卫视,http://221.0.78.198:1681/hls/10247/index.m3u8
贵州卫视,http://221.0.78.198:1681/hls/10249/index.m3u8
青海卫视,http://221.0.78.198:1681/hls/10252/index.m3u8
河北卫视,http://221.0.78.198:1681/hls/10242/index.m3u8
湖北卫视,http://221.0.78.198:1681/hls/10229/index.m3u8
云南卫视,http://221.0.78.198:1681/hls/10241/index.m3u8
深圳卫视,http://221.0.78.198:1681/hls/10235/index.m3u8
东南卫视,http://221.0.78.198:1681/hls/10240/index.m3u8
重庆卫视,http://221.0.78.198:1681/hls/10238/index.m3u8
四川卫视,http://221.0.78.198:1681/hls/10244/index.m3u8
吉林卫视,http://221.0.78.198:1681/hls/10243/index.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
湖南卫视,http://221.2.36.34:8888/newlive/live/hls/23/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
深圳卫视,http://221.2.36.34:8888/newlive/live/hls/28/live.m3u8
广西卫视,http://221.2.36.34:8888/newlive/live/hls/26/live.m3u8
云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8
贵州卫视,http://221.2.36.34:8888/newlive/live/hls/29/live.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
四川卫视,http://221.2.36.34:8888/newlive/live/hls/32/live.m3u8
河南卫视,http://221.2.36.34:8888/newlive/live/hls/33/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8
河北卫视,http://221.2.36.34:8888/newlive/live/hls/46/live.m3u8
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
山东齐鲁,http://221.0.78.198:1681/hls/10225/index.m3u8
山东综艺,http://221.0.78.198:1681/hls/10220/index.m3u8
山东文旅,http://221.0.78.198:1681/hls/10219/index.m3u8
山东文旅,http://221.2.36.34:8888/newlive/live/hls/53/live.m3u8
山东新闻,http://221.0.78.198:1681/hls/10222/index.m3u8
山东农科,http://221.0.78.198:1681/hls/10223/index.m3u8
山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8
山东生活,http://221.0.78.198:1681/hls/10226/index.m3u8
山东少儿,http://221.0.78.198:1681/hls/10227/index.m3u8
山东教育,http://221.0.78.198:1681/hls/10221/index.m3u8
山东教育,http://221.2.36.34:8888/newlive/live/hls/52/live.m3u8
济南综合,http://221.0.78.198:1681/hls/10279/index.m3u8
济南教育,http://221.0.78.198:1681/hls/10286/index.m3u8


🌊福建,#genre#
东南卫视,http://117.72.68.25:9930/fujian.php?id=5
福建新闻,http://117.72.68.25:9930/fujian.php?id=13
福建综合,http://117.72.68.25:9930/fujian.php?id=4
福建旅游,http://117.72.68.25:9930/fujian.php?id=8
福建经济,http://117.72.68.25:9930/fujian.php?id=9
福建乡村,http://117.72.68.25:9930/fujian.php?id=6
海峡卫视,http://php.jdshipin.com:8880/fujian.php?id=9
福建少儿,http://php.jdshipin.com:8880/fujian.php?id=8
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
新罗综合,http://stream.lyxltv.com/xltv/sd/live.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
宁化综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud




辽宁,#genre#
辽宁1,http://59.44.102.18:8888/newlive/live/hls/44/live.m3u8
辽宁2,http://59.44.102.18:8888/newlive/live/hls/45/live.m3u8
辽宁3,http://59.44.102.18:8888/newlive/live/hls/46/live.m3u8
辽宁4,http://59.44.102.18:8888/newlive/live/hls/47/live.m3u8
辽宁5,http://59.44.102.18:8888/newlive/live/hls/48/live.m3u8
辽宁6,http://59.44.102.18:8888/newlive/live/hls/49/live.m3u8
辽宁7,http://59.44.102.18:8888/newlive/live/hls/50/live.m3u8
辽宁8,http://59.44.102.18:8888/newlive/live/hls/51/live.m3u8
辽宁9,http://59.44.102.18:8888/newlive/live/hls/52/live.m3u8
辽宁卫视高清,http://tvbox6.com/tv/bfgd.php?id=058
辽宁都市高清,http://tvbox6.com/tv/bfgd.php?id=610
辽宁北方高清,http://tvbox6.com/tv/bfgd.php?id=071
辽宁生活高清,http://tvbox6.com/tv/bfgd.php?id=073
辽宁体育高清,http://tvbox6.com/tv/bfgd.php?id=611
辽宁影视剧高清,http://tvbox6.com/tv/bfgd.php?id=070
辽宁教育青少高清,http://tvbox6.com/tv/bfgd.php?id=075
辽宁经济高清,http://tvbox6.com/tv/bfgd.php?id=076
辽宁公共高清,http://tvbox6.com/tv/bfgd.php?id=077
辽宁公共高清,http://tvbox6.com/tv/bfgd.php?id=481
辽宁经济高清,http://tvbox6.com/tv/bfgd.php?id=480
北方导视高清,http://tvbox6.com/tv/bfgd.php?id=187
辽宁新动漫,http://tvbox6.com/tv/bfgd.php?id=140
沈阳新闻综合高清,http://tvbox6.com/tv/bfgd.php?id=059
抚顺综合,http://tvbox6.com/tv/bfgd.php?id=275
鞍山新闻综合,http://tvbox6.com/tv/bfgd.php?id=274
大连新闻综合,http://tvbox6.com/tv/bfgd.php?id=273
丹东新闻综合,http://tvbox6.com/tv/bfgd.php?id=276
锦州新闻综合,http://tvbox6.com/tv/bfgd.php?id=277
阜新综合,http://tvbox6.com/tv/bfgd.php?id=279
辽阳新闻综合,http://tvbox6.com/tv/bfgd.php?id=280
营口新闻综合,http://tvbox6.com/tv/bfgd.php?id=278
盘锦新闻综合,http://tvbox6.com/tv/bfgd.php?id=283
铁岭新闻综合,http://tvbox6.com/tv/bfgd.php?id=281
朝阳新闻综合,http://tvbox6.com/tv/bfgd.php?id=282
本溪综合,http://tvbox6.com/tv/bfgd.php?id=312
连山区综合,http://tvbox6.com/tv/bfgd.php?id=491
龙港区综合,http://tvbox6.com/tv/bfgd.php?id=490
葫芦岛新闻综合,http://tvbox6.com/tv/bfgd.php?id=284
北方导视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000187
辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000068
辽宁影视剧,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000070
辽宁北方,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000071
辽宁体育,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000611
辽宁生活,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000073
辽宁教育青少,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000075
辽宁经济,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000076
辽宁公共,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000077
沈阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000059
大连新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000273
鞍山新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000274
抚顺综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000275
丹东新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000276
锦州新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000277
营口新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000278
阜新综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000279
辽阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000280
铁岭新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000281
朝阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000282
盘锦新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000283
葫芦岛新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000284
本溪综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000312




🐘河南,#genre#
河南卫视,http://117.72.68.25:9930/hn.php?id=hnws
河南都市,http://117.72.68.25:9930/hn.php?id=hnds
河南民生,http://117.72.68.25:9930/hn.php?id=hnms
河南法治,http://117.72.68.25:9930/hn.php?id=hmfz
河南电视剧,http://117.72.68.25:9930/hn.php?id=hndsj
河南新闻,http://117.72.68.25:9930/hn.php?id=hnxw
欢腾购物,http://117.72.68.25:9930/hn.php?id=htgw
河南公共,http://117.72.68.25:9930/hn.php?id=hngg
河南乡村,http://117.72.68.25:9930/hn.php?id=hnxc
河南国际,http://117.72.68.25:9930/hn.php?id=hngj
河南梨园,http://117.72.68.25:9930/hn.php?id=hnly
文物宝库,http://117.72.68.25:9930/hn.php?id=wwbk
武术世界,http://117.72.68.25:9930/hn.php?id=wspd
睛彩中原,http://117.72.68.25:9930/hn.php?id=jczy
移动戏曲,http://117.72.68.25:9930/hn.php?id=ydxj
象视界,http://117.72.68.25:9930/hn.php?id=xsj
河南卫视,http://49.232.131.30:99/dxxw.php?id=hnws
河南都市,http://49.232.131.30:99/dxxw.php?id=hnds
河南民生,http://49.232.131.30:99/dxxw.php?id=hnms
河南法治,http://49.232.131.30:99/dxxw.php?id=hmfz
河南电视剧,http://49.232.131.30:99/dxxw.php?id=hndsj
河南新闻,http://49.232.131.30:99/dxxw.php?id=hnxw
河南公共,http://49.232.131.30:99/dxxw.php?id=hngg
河南乡村,http://49.232.131.30:99/dxxw.php?id=hnxc
河南梨园,http://49.232.131.30:99/dxxw.php?id=hnly
河南文物宝库,http://49.232.131.30:99/dxxw.php?id=wwbk
河南武术世界,http://49.232.131.30:99/dxxw.php?id=wspd
河南睛彩中原,http://49.232.131.30:99/dxxw.php?id=jczy
河南移动戏曲,http://49.232.131.30:99/dxxw.php?id=ydxj
河南象视界,http://49.232.131.30:99/dxxw.php?id=xsj
国学频道,http://117.72.68.25:9930/hn.php?id=gxpd
河南卫视4K,http://43217878.xyz:5566/rtp/239.16.20.199:11990
河南卫视HD,http://43217878.xyz:5566/rtp/239.16.20.21:10210
大美河南HD,http://43217878.xyz:5566/rtp/239.16.20.17:10170
河南大象新闻HD,http://43217878.xyz:5566/rtp/239.16.20.216:12160
河南IPTV导视HD,http://43217878.xyz:5566/rtp/239.16.10.218:2000
河南都市频道HD,http://43217878.xyz:5566/rtp/239.16.20.164:11640
河南民生频道HD,http://43217878.xyz:5566/rtp/239.16.20.165:11650
河南法治频道HD,http://43217878.xyz:5566/rtp/239.16.20.166:11660
河南电视剧频道HD,http://43217878.xyz:5566/rtp/239.16.20.167:11670
河南新闻频道HD,http://43217878.xyz:5566/rtp/239.16.20.168:11680
河南欢腾购物HD,http://43217878.xyz:5566/rtp/239.16.20.169:11690
河南公共频道HD,http://43217878.xyz:5566/rtp/239.16.20.170:11700
河南梨园频道HD,http://43217878.xyz:5566/rtp/239.16.20.171:11710
河南文物宝库HD,http://43217878.xyz:5566/rtp/239.16.20.172:11720
河南武术世界HD,http://43217878.xyz:5566/rtp/239.16.20.173:11730
河南乡村频道HD,http://43217878.xyz:5566/rtp/239.16.20.195:11950
河南国际频道HD,http://43217878.xyz:5566/rtp/239.16.20.196:11960
河南调解剧场HD,http://43217878.xyz:5566/rtp/239.16.20.197:11970
河南移动电视HD,http://43217878.xyz:5566/rtp/239.16.20.204:12040
河南戏曲HD,http://43217878.xyz:5566/rtp/239.16.10.148:2000
河南移动戏曲HD,http://43217878.xyz:5566/rtp/239.16.20.120:11200
河南睛彩中原HD,http://43217878.xyz:5566/rtp/239.16.20.122:11220
河南文博HD,http://43217878.xyz:5566/rtp/239.16.10.149:2000
河南功夫HD,http://43217878.xyz:5566/rtp/239.16.10.150:2000
郑州1新闻综合HD,http://43217878.xyz:5566/rtp/239.16.10.154:2000
郑州2商都频道HD,http://43217878.xyz:5566/rtp/239.16.10.155:2000
郑州3文体频道HD,http://43217878.xyz:5566/rtp/239.16.10.156:2000
郑州4影视戏曲HD,http://43217878.xyz:5566/rtp/239.16.10.157:2000
郑州5妇女儿童HD,http://43217878.xyz:5566/rtp/239.16.10.158:2000
郑州6都市生活HD,http://43217878.xyz:5566/rtp/239.16.10.159:2000
濮阳综合,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_2480.m3u8?auth_key=4830532265-0-0-a23211dae85304b5f753cb511162a9df
濮阳公共,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_3017.m3u8?auth_key=4830532402-0-0-8ddf5282fcd1a9f34372f9f57ce53ec1
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8#http://live.dxhmt.cn:9081/tv/10185-1.m3u8
