// 本直播源订阅地址：https://ghproxy.net/https://raw.githubusercontent.com/aa1555/Repository/main/Video/Live%E7%9B%B4%E6%92%AD%E6%BA%90/%E9%9F%B3%E4%B9%90MV.txt

歌曲MV,#genre#
一路向北-冷漠-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]一路向北-冷漠-车载音乐精品美女夜店DJ视频[独].mp4
下辈子不一定还能遇见你-车载DJ热舞音乐美女跳舞视频,http://listen.92kk.com:8811//2021/车载视频/2021-09/2021-09-16/[Mp4]下辈子不一定还能遇见你-车载DJ热舞音乐美女跳舞视频[独].mp4
伤感情歌车载音乐视频-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2020/车载视频/2020-08/2020-08-22/[Mp4]沈浩天-冬天不在-车载DJ音乐精品美女热舞DJ视频[独].mp4
归来是故乡-车载DJ热舞音乐美女跳舞视频,http://listen.92kk.com:8811//2021/车载视频/2021-09/2021-09-16/[Mp4]归来是故乡-车载DJ热舞音乐美女跳舞视频[独].mp4
嗨瑶网热门歌曲-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2017/车载视频/DJ热舞视频/2018/2018-06/2018-06-14/好久不见-杨永聪-车载音乐DJ热舞视频[独家].mp4
酒吧派对视频-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2017/车载视频/DJ热舞视频/2018/2018-04/2018-04-14/等到山花开-蓝琪儿(DJ何鹏)-车载音乐精品热舞DJ视频[独家].mp4
包房经典旋律音乐视频-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2020/车载视频/2020-08/2020-08-22/[Mp4]Lambert野小马-你走以后-车载DJ音乐精品美女热舞DJ视频[独].mp4
全网热播车载音乐-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2020/车载视频/2020-03/2020-03-11/[Mp4]爱你-邓紫棋-车载DJ音乐精品美女热舞DJ视频[独].mp4
夜场铺垫热播流行音乐-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2020/车载视频/2020-03/2020-03-09/[Mp4]海生-情一动心就痛-DJ-Lan-车载DJ音乐精品美女热舞DJ视频[独].mp4
爱过以后才明白-小倩-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]爱过以后才明白-小倩-车载音乐精品美女夜店DJ视频[独].mp4
爱情主演-莫小姐-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]爱情主演-莫小姐-车载音乐精品美女夜店DJ视频[独].mp4
断肠的毒散-薄云天_张晴儿-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]断肠的毒散-薄云天_张晴儿-车载音乐精品美女夜店DJ视频[独] .mp4
为何相爱在两地-曾明-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]为何相爱在两地-曾明-车载音乐精品美女夜店DJ视频[独].mp4
别让岁月磨没勇敢的心-王龙-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]别让岁月磨没勇敢的心-王龙-车载音乐精品美女夜店DJ视频[独].mp4
还是做朋友-逍遥-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]还是做朋友-逍遥-车载音乐精品美女夜店DJ视频[独].mp4
魔鬼中的天使-田馥甄-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]魔鬼中的天使-田馥甄-车载音乐精品美女夜店DJ视频[独].mp4
情歌唱给自己听-许佳慧-车载音乐精品美女夜店DJ视频[独]·,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]情歌唱给自己听-许佳慧-车载音乐精品美女夜店DJ视频[独]·.mp4
如兄如弟-四哥-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]如兄如弟-四哥-车载音乐精品美女夜店DJ视频[独].mp4
发光-蔡志远-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]发光-蔡志远-车载音乐精品美女夜店DJ视频[独].mp4
江湖酒-关剑-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]江湖酒-关剑-车载音乐精品美女夜店DJ视频[独].mp4
最简单的情话-樊少华、张怡诺-车载音乐精品美女打碟DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]最简单的情话-樊少华、张怡诺-车载音乐精品美女打碟DJ视频[独].mp4
梦中月-贺敬轩-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]梦中月-贺敬轩-车载音乐精品美女夜店DJ视频[独].mp4
美梦-梁剑东-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]美梦-梁剑东-车载音乐精品美女夜店DJ视频[独].mp4
各自为战-浩纹-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]各自为战-浩纹-车载音乐精品美女夜店DJ视频[独].mp4
遗憾-是你大哥阿-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]遗憾-是你大哥阿-车载音乐精品美女夜店DJ视频[独].mp4
习惯失眠-黑雄-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2021/车载视频/2021-10/2021-10-10/[Mp4]习惯失眠-黑雄-车载音乐精品美女夜店DJ视频[独].mp4
赵鑫[想哭]-车载DJ音乐精品美女热舞DJ视频,http://listen.92kk.com:8811//2020/车载视频/2020-03/2020-03-09/[Mp4]赵鑫[想哭]-车载DJ音乐精品美女热舞DJ视频[独].mp4
对对对讲得对-肖遥-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]对对对讲得对-肖遥-车载音乐精品美女夜店DJ视频[独].mp4
舞动健康-贾洪冬-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]舞动健康-贾洪冬-车载音乐精品美女夜店DJ视频[独].mp4
别说无所谓-小曼-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]别说无所谓-小曼-车载音乐精品美女夜店DJ视频[独].mp4
想哭-赵鑫-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]想哭-赵鑫-车载音乐精品美女夜店DJ视频[独].mp4
半点心-草蜢-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]半点心-草蜢-车载音乐精品美女夜店DJ视频[独] .mp4
男人的担当-雷瀚-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]男人的担当-雷瀚-车载音乐精品美女夜店DJ视频[独] .mp4
为了明天-常柏山-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]为了明天-常柏山-车载音乐精品美女夜店DJ视频[独].mp4
安河桥-宋冬野-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]安河桥-宋冬野-车载音乐精品美女夜店DJ视频[独].mp4
午夜情人-王妤兮-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]午夜情人-王妤兮-车载音乐精品美女夜店DJ视频[独].mp4
时间解了酒解不了寂寞-张津涤-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]时间解了酒解不了寂寞-张津涤-车载音乐精品美女夜店DJ视频[独].mp4
说谎的爱人-王杰-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]说谎的爱人-王杰-车载音乐精品美女夜店DJ视频[独] .mp4
给不起就别承诺-音萌萌VS林秋风-车载音乐精品美女夜店DJ视频,http://listen.92kk.com:8811//2022/车载视频/2022-01/2022-01-02/[Mp4]给不起就别承诺-音萌萌VS林秋风-车载音乐精品美女夜店DJ视频[独].mp4
左手烟右手酒DJ,http://st.chaoyindj.com//zwmtv2016/%E9%9B%AA%E5%8D%81%E9%83%8E%20-%20%E5%B7%A6%E6%89%8B%E6%8B%BF%E7%83%9F%E5%8F%B3%E6%89%8B%E9%85%92(DJ%E4%BD%95%E9%B9%8F%E7%89%88)%E6%89%93%E7%A2%9F%E9%AB%98%E6%B8%85%E8%A7%86%E9%A2%91.mp4
东莞3星酒吧劲爆,https://vd3.bdstatic.com/mda-nc91jug6hru2kas8/sc/cae_h264_delogo/1646878042944090737/mda-nc91jug6hru2kas8.mp4
5首甜美情歌DJ舞曲,https://vd2.bdstatic.com/mda-ncj60e3b0qg7awgs/sc/cae_h264_delogo/1647772036361997399/mda-ncj60e3b0qg7awgs.mp4韩国DJ Soda Remix 2021 电音,https://vd3.bdstatic.com/mda-mev3hw0htz28h5wn/1080p/cae_h264/1622343504467773766/mda-mev3hw0htz28h5wn.mp4
DJ女驸马,https://vd3.bdstatic.com/mda-mkc73kvdz3q3xwaw/fhd/cae_h264_nowatermark/1636904021328088500/mda-mkc73kvdz3q3xwaw.mp4



🎶｜MTV,#genre#
烟雨人间,http://mobi.kuwo.cn/tmevideo/tme1257648.mp4
阿果吉曲,http://mobi.kuwo.cn/tmevideo/tme1257695.mp4
阿果吉曲,http://mobi.kuwo.cn/tmevideo/tme1257647.mp4
你的万水千山,http://mobi.kuwo.cn/tmevideo/tme1257697.mp4
人生如歌,http://mobi.kuwo.cn/tmevideo/tme1257678.mp4
孤独的王,http://mobi.kuwo.cn/tmevideo/tme1257703.mp4
作酒,http://mobi.kuwo.cn/tmevideo/tme16186338.mp4
逃之夭夭,http://mobi.kuwo.cn/tmevideo/tme12155598.mp4
两个世界,http://mobi.kuwo.cn/tmevideo/tme1932603.mp4
闽南语歌曲联播,http://mobi.kuwo.cn/tmevideo/tme12155588.mp4
阿衣莫,http://mobi.kuwo.cn/tmevideo/tme7020227.mp4
归来是故乡,http://mobi.kuwo.cn/tmevideo/tme1700466.mp4
叹这一生,http://mobi.kuwo.cn/tmevideo/tme1662018.mp4
叹这一生,http://mobi.kuwo.cn/tmevideo/tme2033087.mp4
最亲的人,http://mobi.kuwo.cn/tmevideo/tme2152057.mp4
最亲的人,http://mobi.kuwo.cn/tmevideo/tme1658520.mp4
大风吹,http://vdown2.kuwo.cn/resource//t5/0/eTNBMFltlx07LI3bUVOg01041201VIsY0E010.mp4
醉倾城,http://videosc.kuwo.cn/UAA-4hndfVc5V6DJX0EvslAUBBI=/lhXcbl-l_ujsig79B4Ez5jT7tBNB
西海情歌,http://vdown.kuwo.cn/resource//t4/6/86/TbCpJTdV4o0.mp4
得意的笑,http://vdown.kuwo.cn/resource//t4/22/49/ZAlSw_dVq1Q.mp4
你不来我不老,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnLzE4gUoxaHkBg.mp4
远走高飞,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgn-zL9QUo4L7HJQ.mp4
酒醉的蝴蝶,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjvvL9QUo3cjNuQY.mp4
情火,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwfvL9QUoyKDRhQI.mp4
别知己,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9sG2-AUo4MTLmAQ.mp4
缘分一道桥,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw4vG4gUozNe3-QM.mp4
不一样的美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmfvL9QUolKvHtQE.mp4
成都,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
狂狼,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsK2M5gUosN7C7QQ.mp4
野花香,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3oaO9wUo4J6WwQU.mp4
老猫-都说,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghPbQ7AUohPLwrAM.mp4
拥抱着你离去,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2bGM5gUo_NXfoAI.mp4
沙漠骆驼,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
在唱等你那么久,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg68u04wUoqKv6igY.mp4
藕断丝连,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2-PE4gUogNfRyAM.mp4
歌在飞,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl4XG4gUo2IDXsAM.mp4
火火的爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzsXE4gUorZf38wc.mp4
爱火,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_8PE4gUo5KSp4gU.mp4
闯天涯,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsZ-V4gUo8dCz8wE.mp4
火红的萨日朗,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnaLV4gUop5aBpQY.mp4
你牛什么牛,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3drE4gUo05Sr5AI.mp4
云朵-我的楼兰,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg88K74gUohZWCnwQ.mp4
巨星珍藏系列邓丽君经典歌曲精选(1),https://vdse.bdstatic.com//d2b16e989b950ad5db5461066c8dbf46.mp4
巨星珍藏系列邓丽君经典歌曲精选(2),https://vdse.bdstatic.com//9b36b59762cdf4a47f8c27672b35e343.mp4
巨星珍藏系列邓丽君经典歌曲精选(3),https://vdse.bdstatic.com//a43cab220b1ac8f879a1b5e29592c9f3.mp4
巨星珍藏系列邓丽君经典歌曲精选(4),https://vdse.bdstatic.com//286f53c579b11eecd2d70f985a685ae9.mp4
刀郎经典歌曲《情人/为什么我泪水成行/2002年的,https://vdse.bdstatic.com//9b34ac60de14344db632ced1bdac9ef3.mp4
刀郎经典老歌《手心里的温柔》《西海情歌》《披着羊皮,https://vdse.bdstatic.com//2f53687e421524efba9ba2b528f7bd12.mp4
《偏偏喜欢你》《千千阙歌》《光辉岁月》《海阔天空》,https://vdse.bdstatic.com//c1e04e418d20de0e27b5bf09722d96e7.mp4
《涛声依旧》《潇洒走一回》《昨夜星辰》《女儿情》《,https://vdse.bdstatic.com//f07a3d6a6489458c717c07dc5faf8523.mp4
《可可托海的牧羊人><送亲><站着等你三千年><红,https://vdse.bdstatic.com//695c59600d85d94047f091d3dc8c35d0.mp4
后来,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9_qv4gUo4vCgPQ.mp4
兄弟难当,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg97nE4gUooPX7tQU.mp4
水云涧,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvLrE4gUon5qCgAU.mp4
套马杆,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnLvE4gUo8NTRJA.mp4
草原情哥哥,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg26rA4gUou4uf7AU.mp4
没有你陪伴我真的好孤单,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpPqtggYozbG1SQ.mp4
火辣辣的情歌,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsaTA4gUohOr5ngc.mp4
柔柔的眼波柔柔的你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9dvx9wUowK2B3AY.mp4
一曲相思,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4oDG4gUo69_8zAQ.mp4
死心塌地去爱你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwtjx9wUonPWg5QU.mp4
我们不一样,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4Nfx9wUojcTB7Qc.mp4
小苹果,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgy6fE4gUoksb_nwQ.mp4
公虾米,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnMOv5wUouMCstQQ.mp4
等到山花开,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggcOv5wUo4pShggc.mp4
美美哒,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4cm74gUo4OSj9gU.mp4
十八姑娘一朵花,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzL_v5wUowL3FvAM.mp4
一生所爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk9aq4gUogIDbxwQ.mp4
迈克尔杰克逊,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw9ma4gUo3YLDvgU.mp4
欧美动感DJ,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
韩国动感舞曲1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr-2n9AUoqsakNg.mp4
韩国动感舞曲2,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-qc4gUo4vj-tQY.mp4
朴孝敏 –SKETCH,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguq6r7gUouOyF4gE.mp4
欧美动感歌曲1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgianW4gUoj9-Aaw.mp4
欧美动感歌曲2,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpdia4gUo7oWfiAE.mp4
Girls Gone Wild,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjd2w4gUou--ljQE.mp4
上下(中文版),https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtd6M9QUokpHf7AY.mp4
欧美群星-天下一家,http://sofa.resource.shida.sogoucdn.com/6abaf62b-c77e-4642-999b-9301c1826f6e1_0_0.mp4
欧美群星-天下一家,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpt6a4gUo1aeryAQ.mp4
印度神曲B,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg45qY9wUonJT41gc.mp4
印度神曲C,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvZ6k4wUo0cGkhgQ.mp4
印度神曲D,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghrTW4gUojKzXlwI.mp4
印度歌舞1,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguOCe9wUotr-RqQU.mp4
印度歌舞2,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguuCe9wUoyKfU-gI.mp4
印度歌舞3,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl_Ce9wUo6t-WdQ.mp4
印度歌舞4,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmeCe9wUoiJmTxgc.mp4
印度歌舞5,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj_Ce9wUoqtHxJQ.mp4
印度歌舞6,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmuCe9wUokNHLuAQ.mp4
印度歌舞7,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgneCe9wUouKLe8Ac.mp4
印度歌舞9,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3N_e9wUogdbOaQ.mp4
印度歌舞10,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1t_e9wUouM_i8wM.mp4
半阳一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A00%3A56Z%2F-1%2Fhost
站着等你三千年,https://vdse.bdstatic.com//967f216dea39a6f3ccb44884a219f8ff.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2019-12-14T02%3A12%3A33Z%2F
贴身侍卫,http://em.21dtv.com/songs/60110002.mkv
红尘里的花,http://em.21dtv.com/songs/60110001.mkv
家乡,http://em.21dtv.com/songs/60110000.mkv
化蝶随你飞,http://em.21dtv.com/songs/60110003.mkv
为爱停留,http://em.21dtv.com/songs/60110006.mkv
寂寞的夜里想起你,http://em.21dtv.com/songs/60110004.mkv
别说谁离不开谁,http://em.21dtv.com/songs/60110007.mkv
微世界,http://em.21dtv.com/songs/60110005.mkv
忘掉你的美,http://em.21dtv.com/songs/60110008.mkv
摆古,http://em.21dtv.com/songs/60110009.mkv
舞动快乐,http://em.21dtv.com/songs/60110011.mkv
租爱,http://em.21dtv.com/songs/60110010.mkv
策马扬鞭,http://em.21dtv.com/songs/60110013.mkv
我们都没错,http://em.21dtv.com/songs/60110015.mkv
谢谢我的我,http://em.21dtv.com/songs/60110016.mkv
国家,http://em.21dtv.com/songs/60110020.mkv
尘缘情歌,http://em.21dtv.com/songs/60110018.mkv
我的爱你并不在乎,http://em.21dtv.com/songs/60110019.mkv
小小,http://em.21dtv.com/songs/60110021.mkv
恋爱转机,http://em.21dtv.com/songs/60110022.mkv
我的自卑感,http://em.21dtv.com/songs/60110023.mkv
平凡的梦,http://em.21dtv.com/songs/60110024.mkv
解开,http://em.21dtv.com/songs/60110025.mkv
爱在心里,http://em.21dtv.com/songs/60110026.mkv
新年,http://em.21dtv.com/songs/60110027.mkv
飞天神韵,http://em.21dtv.com/songs/60110028.mkv
分手的那一夜,http://em.21dtv.com/songs/60110030.mkv
等你回来,http://em.21dtv.com/songs/60110031.mkv
酥手愿,http://em.21dtv.com/songs/60110033.mkv
八戒八戒我的郎,http://em.21dtv.com/songs/60110032.mkv
错爱,http://em.21dtv.com/songs/60110035.mkv
牵过的手,http://em.21dtv.com/songs/60110029.mkv
曾经拥有的那些年,http://em.21dtv.com/songs/60110036.mkv
迪迪娜,http://em.21dtv.com/songs/60110037.mkv
绽放的玫瑰,http://em.21dtv.com/songs/60110038.mkv
念念,http://em.21dtv.com/songs/60110040.mkv
傍晚,http://em.21dtv.com/songs/60110039.mkv
思念她,http://em.21dtv.com/songs/60110041.mkv
寂寞钢琴手,http://em.21dtv.com/songs/60110042.mkv
不爱就滚开,http://em.21dtv.com/songs/60110043.mkv
寂寞空虚冷,http://em.21dtv.com/songs/60110045.mkv
中国山水画,http://em.21dtv.com/songs/60110044.mkv
旗袍的诱惑,http://em.21dtv.com/songs/60110046.mkv
草原汉子,http://em.21dtv.com/songs/60110047.mkv
王菲-如风,http://vodcdn.video.taobao.com/oss/ali-video/f176658a3f974aecd5ce3df456092835/video.m3u8
陈慧娴-孤单背影,http://vodcdn.video.taobao.com/oss/ali-video/092bc3fac8ea013544a1dda61de41e58/video.m3u8
陈慧娴-红茶馆,http://vodcdn.video.taobao.com/oss/ali-video/22ecb463b2e44875b1fa78090d0ffd4e/1460015776/video.m3u8.m3u8
梁朝伟-一天一天爱恋,http://vodcdn.video.taobao.com/oss/ali-video/d8c74bd184d05f8cf1cbd4bbd7307f79/video.m3u8
巫启贤-太傻,http://vodcdn.video.taobao.com/oss/ali-video/e6f2953419f904065dc2ce38efc85515/video.m3u8
彭佳慧-无法割舍,http://vodcdn.video.taobao.com/oss/ali-video/8be8f7d28d4f2c7ce759d431f0d3181b/video.m3u8
叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
张智霖-片片枫叶情,http://vodcdn.video.taobao.com/oss/ali-video/1d02cf8794a542c930fbf210c0a4e3e7/video.m3u8
毛宁-晚秋,http://vodcdn.video.taobao.com/oss/ali-video/95751adaad64e6ca860b18f4855cd94d/video.m3u8
毛宁-蓝蓝的夜蓝蓝的梦,http://vodcdn.video.taobao.com/oss/ali-video/6d5a8c2e7667e3d6138246a45571d1f7/video.m3u8
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
吕方-多爱你一天,http://vodcdn.video.taobao.com/oss/ali-video/dcd97358c3e72377932aa883727320f9/video.m3u8
孟庭苇-冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
孟庭苇-真的还是假的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/vhJvCIZiDOz7f6VTCON%40%40hd.m3u8
孟庭苇-风中有朵雨做的云,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
孟庭苇-你究竟有多少个好妹妹,http://vodcdn.video.taobao.com/oss/ali-video/dfb07cbdd8435d48cb1e6691122d8d85/video.m3u8
孟庭苇-你看你看月亮的脸,http://vodcdn.video.taobao.com/oss/ali-video/6e098f7b47614885845efb7a45998eb1/1465875165/video.m3u8.m3u8
孟庭苇-雾里看花,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/fi3PjAgsnTjwzAvSboT%40%40hd.m3u8
孟庭苇-红雨,http://vodcdn.video.taobao.com/oss/ali-video/a816f01838e07c4dac5f8612331bca63/video.m3u8
孟庭苇-无声的雨,http://vodcdn.video.taobao.com/oss/ali-video/d404a897abb4526c94bb5f72dc566952/video.m3u8
孟庭苇-谁的眼泪在飞,http://vodcdn.video.taobao.com/oss/ali-video/bfcfddb1694a43957962294c2f75bdfb/video.m3u8
孟庭苇-把思念寄托远方,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Y0iKpwmE2YZona6PY7A%40%40hd.m3u8
孟庭苇-风里的梦,http://vodcdn.video.taobao.com/oss/ali-video/626e2336b5e9765e14ba22a617fd6223/video.m3u8
孟庭苇-过冬,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/U9QKnKK2RpKMElnSS07%40%40hd.m3u8
孟庭苇-爱你太深,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/KbJb4OVT1yH1ZDvri5p%40%40hd.m3u8
孟庭苇-不下雨就出太阳吧,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/lhaW77A2RRwiJrh0CiJ%40%40hd.m3u8
孟庭苇-我说的谎都是真的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9aqTcUjlJ7KZkA37W1E%40%40hd.m3u8
孟庭苇-春雪,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/5ZFrpzPk37KvY7CaTUj%40%40hd.m3u8
裘正海-爱你十分泪七分,http://vodcdn.video.taobao.com/oss/ali-video/6ad63af2dc4b244d0dc773b2004374c3/video.m3u8
杨曼-9999滴眼泪,http://vodcdn.video.taobao.com/oss/ali-video/f6d027835c0e8f72d3c74379b86fb696/video.m3u8
许茹芸-独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
许茹芸-泪海,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8
